hr_item_id,w_item_id,w_activity_result_id,rate,time,deleted
53966,21718,118542,132,1456153638004,0
53967,21718,118542,132,1456153638977,0
53968,21718,118542,135,1456153640048,0
53969,21718,118542,135,1456153641025,0
53970,21718,118542,137,1456153642000,0
53971,21718,118542,137,1456153642974,0
53972,21718,118542,136,1456153644000,0
53973,21718,118542,136,1456153644974,0
53974,21718,118542,137,1456153646048,0
53975,21718,118542,137,1456153647021,0
53976,21718,118542,141,1456153648046,0
53977,21718,118542,141,1456153649018,0
53978,21718,118542,143,1456153650045,0
53979,21718,118542,143,1456153651018,0
53980,21718,118542,144,1456153652041,0
53981,21718,118542,144,1456153653019,0
53982,21718,118542,146,1456153654041,0
53983,21718,118542,146,1456153655014,0
53984,21718,118542,147,1456153655990,0
53985,21718,118542,147,1456153657017,0
53986,21718,118542,146,1456153658041,0
53987,21718,118542,146,1456153659062,0
53988,21718,118542,145,1456153660036,0
53989,21718,118542,145,1456153661063,0
53990,21718,118542,144,1456153662038,0
53991,21718,118542,144,1456153663012,0
53992,21718,118542,145,1456153663986,0
53993,21718,118542,145,1456153665012,0
53994,21718,118542,147,1456153665985,0
53995,21718,118542,147,1456153667010,0
53996,21718,118542,151,1456153667985,0
53997,21718,118542,151,1456153669006,0
53998,21718,118542,152,1456153670032,0
53999,21718,118542,152,1456153671006,0
54000,21718,118542,153,1456153671982,0
54001,21718,118542,153,1456153673006,0
54002,21718,118542,155,1456153674026,0
54003,21718,118542,155,1456153675052,0
54004,21718,118542,156,1456153676033,0
54005,21718,118542,156,1456153677001,0
54006,21718,118542,157,1456153678076,0
54007,21718,118542,157,1456153679051,0
54008,21718,118542,161,1456153680030,0
54009,21718,118542,161,1456153680951,0
54010,21718,118542,164,1456153682024,0
54011,21718,118542,164,1456153683048,0
54012,21718,118542,164,1456153684023,0
54013,21718,118542,164,1456153684995,0
54014,21718,118542,164,1456153686071,0
54015,21718,118542,164,1456153687046,0
54016,21718,118542,164,1456153688018,0
54017,21718,118542,165,1456153688993,0
54018,21718,118542,165,1456153690017,0
54019,21718,118542,165,1456153691044,0
54020,21718,118542,165,1456153692065,0
54021,21718,118542,164,1456153692991,0
54022,21718,118542,164,1456153694017,0
54023,21718,118542,165,1456153694992,0
54024,21718,118542,165,1456153696016,0
54025,21718,118542,164,1456153696989,0
54026,21718,118542,164,1456153698013,0
54027,21718,118542,167,1456153699036,0
54028,21718,118542,167,1456153700012,0
54029,21718,118542,166,1456153700988,0
54030,21718,118542,166,1456153701961,0
54031,21718,118542,170,1456153703035,0
54032,21718,118542,170,1456153704011,0
54033,21718,118542,174,1456153705032,0
54034,21718,118542,174,1456153706058,0
54035,21718,118542,178,1456153707031,0
54036,21718,118542,178,1456153707960,0
54037,21718,118542,177,1456153709030,0
54038,21718,118542,177,1456153710056,0
54039,21718,118542,178,1456153711029,0
54040,21718,118542,178,1456153711957,0
54041,21718,118542,180,1456153713028,0
54042,21718,118542,180,1456153714054,0
54043,21718,118542,179,1456153715028,0
54044,21718,118542,179,1456153716052,0
54045,21718,118542,179,1456153717028,0
54046,21718,118542,175,1456153718051,0
54047,21718,118542,175,1456153719026,0
54048,21718,118542,173,1456153720049,0
54049,21718,118542,173,1456153721074,0
54050,21718,118542,170,1456153722049,0
54051,21718,118542,170,1456153723024,0
54052,21718,118542,168,1456153724048,0
54053,21718,118542,168,1456153725023,0
54054,21718,118542,166,1456153725998,0
54055,21718,118542,166,1456153727022,0
54056,21718,118542,167,1456153728045,0
54057,21718,118542,167,1456153729019,0
54058,21718,118542,164,1456153729993,0
54059,21718,118542,164,1456153731066,0
54060,21718,118542,162,1456153732041,0
54061,21718,118542,162,1456153733065,0
54062,21718,118542,159,1456153733991,0
54063,21718,118542,159,1456153735064,0
54064,21718,118542,158,1456153736039,0
54065,21718,118542,158,1456153737063,0
54066,21718,118542,159,1456153737988,0
54067,21718,118542,159,1456153739061,0
54068,21718,118542,157,1456153740035,0
54069,21718,118542,157,1456153741061,0
54070,21718,118542,158,1456153742037,0
54071,21718,118542,158,1456153743058,0
54072,21718,118542,156,1456153744035,0
54073,21718,118542,156,1456153745057,0
54074,21718,118542,157,1456153746034,0
54075,21718,118542,157,1456153747054,0
54076,21718,118542,156,1456153748081,0
54077,21718,118542,156,1456153749008,0
54078,21718,118542,157,1456153750028,0
54079,21718,118542,157,1456153751055,0
54080,21718,118542,155,1456153752029,0
54081,21718,118542,155,1456153753053,0
54082,21718,118542,151,1456153754026,0
54083,21718,118542,151,1456153755001,0
54084,21718,118542,148,1456153756024,0
54085,21718,118542,148,1456153757000,0
54086,21718,118542,144,1456153758027,0
54087,21718,118542,144,1456153759096,0
54088,21718,118542,143,1456153760023,0
54089,21718,118542,143,1456153761095,0
54090,21718,118542,142,1456153762071,0
54091,21718,118542,142,1456153763046,0
54092,21718,118542,143,1456153764072,0
54093,21718,118542,143,1456153765046,0
54094,21718,118542,142,1456153766018,0
54095,21718,118542,142,1456153767045,0
54096,21718,118542,143,1456153768069,0
54097,21718,118542,143,1456153769041,0
54098,21718,118542,144,1456153770068,0
54099,21718,118542,144,1456153771040,0
54100,21718,118542,146,1456153772065,0
54101,21718,118542,146,1456153773089,0
54102,21718,118542,147,1456153774065,0
54103,21718,118542,147,1456153775087,0
54104,21718,118542,149,1456153776064,0
54105,21718,118542,149,1456153777035,0
54106,21718,118542,148,1456153778063,0
54107,21718,118542,148,1456153778989,0
54108,21718,118542,149,1456153780061,0
54109,21718,118542,149,1456153781034,0
54110,21718,118542,151,1456153782060,0
54111,21718,118542,151,1456153782986,0
54112,21718,118542,155,1456153784058,0
54113,21718,118542,155,1456153784985,0
54114,21718,118542,156,1456153786054,0
54115,21718,118542,156,1456153787034,0
54116,21718,118542,158,1456153788054,0
54117,21718,118542,158,1456153789030,0
54118,21718,118542,157,1456153790053,0
54119,21718,118542,157,1456153791077,0
54120,21718,118542,160,1456153792003,0
54121,21718,118542,160,1456153793077,0
54122,21718,118542,159,1456153794050,0
54123,21718,118542,159,1456153795076,0
54124,21718,118542,162,1456153796097,0
54125,21718,118542,162,1456153797075,0
54126,21718,118542,165,1456153798001,0
54127,21718,118542,165,1456153799074,0
54128,21718,118542,167,1456153800000,0
54129,21718,118542,167,1456153801072,0
54130,21718,118542,170,1456153802094,0
54131,21718,118542,170,1456153803071,0
54132,21718,118542,169,1456153803997,0
54133,21718,118542,169,1456153805069,0
54134,21718,118542,170,1456153806043,0
54135,21718,118542,170,1456153807067,0
54136,21718,118542,171,1456153808089,0
54137,21718,118542,171,1456153809070,0
54138,21718,118542,170,1456153810041,0
54139,21718,118542,170,1456153811014,0
54140,21718,118542,170,1456153812041,0
54141,21718,118542,170,1456153813068,0
54142,21718,118542,170,1456153814041,0
54143,21718,118542,170,1456153815061,0
54144,21718,118542,169,1456153816038,0
54145,21718,118542,169,1456153817060,0
54146,21718,118542,169,1456153817988,0
54147,21718,118542,169,1456153819015,0
54148,21718,118542,169,1456153820036,0
54149,21718,118542,169,1456153821010,0
54150,21718,118542,169,1456153822035,0
54151,21718,118542,169,1456153823104,0
54152,21718,118542,170,1456153824127,0
54153,21718,118542,170,1456153825054,0
54154,21718,118542,170,1456153826029,0
54155,21718,118542,170,1456153827057,0
54156,21718,118542,170,1456153828079,0
54157,21718,118542,170,1456153829055,0
54158,21718,118542,170,1456153830078,0
54159,21718,118542,170,1456153831053,0
54160,21718,118542,170,1456153832078,0
54161,21718,118542,170,1456153833050,0
54162,21718,118542,169,1456153834028,0
54163,21718,118542,169,1456153835050,0
54164,21718,118542,165,1456153836075,0
54165,21718,118542,165,1456153837049,0
54166,21718,118542,166,1456153838074,0
54167,21718,118542,166,1456153839048,0
54168,21718,118542,163,1456153840072,0
54169,21718,118543,163,1456153841096,0
54170,21718,118543,159,1456153842071,0
54171,21718,118543,159,1456153843044,0
54172,21718,118543,158,1456153844069,0
54173,21718,118543,158,1456153845044,0
54174,21718,118543,154,1456153846067,0
54175,21718,118543,154,1456153847043,0
54176,21718,118543,151,1456153848066,0
54177,21718,118543,151,1456153849042,0
54178,21718,118543,147,1456153850067,0
54179,21718,118543,147,1456153851041,0
54180,21718,118543,146,1456153852065,0
54181,21718,118543,146,1456153853088,0
54182,21718,118543,144,1456153854063,0
54183,21718,118543,144,1456153855087,0
54184,21718,118543,143,1456153856013,0
54185,21718,118543,143,1456153857085,0
54186,21718,118543,140,1456153858060,0
54187,21718,118543,140,1456153859085,0
54188,21718,118543,137,1456153860056,0
54189,21718,118543,137,1456153861083,0
54190,21718,118543,138,1456153862058,0
54191,21718,118543,138,1456153863082,0
54192,21718,118543,135,1456153864057,0
54193,21718,118543,135,1456153865081,0
54194,21718,118543,136,1456153866005,0
54195,21718,118543,136,1456153867028,0
54196,21718,118543,134,1456153868054,0
54197,21718,118543,134,1456153869078,0
54198,21718,118543,130,1456153870051,0
54199,21718,118543,130,1456153871025,0
54200,21718,118543,126,1456153872051,0
54201,21718,118543,126,1456153873073,0
54202,21718,118543,122,1456153874050,0
54203,21718,118543,120,1456153875073,0
54204,21718,118543,120,1456153876049,0
54205,21718,118543,120,1456153877073,0
54206,21718,118543,120,1456153878097,0
54207,21718,118543,120,1456153879071,0
54208,21718,118543,120,1456153880096,0
54209,21718,118543,121,1456153881071,0
54210,21718,118543,121,1456153882094,0
54211,21718,118543,119,1456153883020,0
54212,21718,118543,119,1456153884093,0
54213,21718,118543,120,1456153885068,0
54214,21718,118543,120,1456153886091,0
54215,21718,118543,119,1456153887067,0
54216,21718,118543,119,1456153888090,0
54217,21718,118543,120,1456153889065,0
54218,21718,118543,120,1456153890088,0
54219,21718,118543,118,1456153891065,0
54220,21718,118543,118,1456153892088,0
54221,21718,118543,115,1456153893061,0
54222,21718,118543,115,1456153894087,0
54223,21718,118543,116,1456153895063,0
54224,21718,118543,116,1456153896085,0
54225,21718,118543,114,1456153897060,0
54226,21718,118543,114,1456153898085,0
54227,21718,118543,115,1456153899059,0
54228,21718,118543,115,1456153900083,0
54229,21718,118543,114,1456153901058,0
54230,21718,118543,114,1456153902082,0
54231,21718,118543,113,1456153903105,0
54232,21718,118543,113,1456153904080,0
54233,21718,118543,112,1456153905056,0
54234,21718,118543,112,1456153906031,0
54235,21718,118543,108,1456153907103,0
54236,21718,118543,108,1456153908078,0
54237,21718,118543,107,1456153909102,0
54238,21718,118543,107,1456153910026,0
54239,21718,118543,103,1456153911097,0
54240,21718,118543,102,1456153912073,0
54241,21718,118543,102,1456153913049,0
54242,21718,118543,102,1456153914072,0
54243,21718,118543,102,1456153915095,0
54244,21718,118543,102,1456153916072,0
54245,21718,118543,102,1456153917097,0
54246,21718,118543,102,1456153918070,0
54247,21718,118543,102,1456153919093,0
54248,21718,118543,102,1456153920068,0
54249,21718,118543,102,1456153921043,0
54250,21718,118543,102,1456153922066,0
54251,21718,118543,101,1456153923092,0
54252,21718,118543,101,1456153924065,0
54253,21718,118543,101,1456153925089,0
54254,21718,118543,101,1456153926065,0
54255,21718,118543,99,1456153927088,0
54256,21718,118543,98,1456153928063,0
54257,21718,118543,95,1456153929089,0
54258,21718,118543,95,1456153930062,0
54259,21718,118543,95,1456153931088,0
54260,21718,118543,94,1456153932061,0
54261,21718,118543,94,1456153933086,0
54262,21718,118543,94,1456153934059,0
54263,21718,118543,94,1456153935084,0
54264,21718,118543,94,1456153936106,0
54265,21718,118543,94,1456153937033,0
54266,21718,118543,94,1456153938108,0
54267,21718,118543,94,1456153939079,0
54268,21718,118543,94,1456153940104,0
54269,21718,118543,94,1456153941079,0
54270,21718,118543,95,1456153942102,0
54271,21718,118543,95,1456153943078,0
54272,21718,118543,93,1456153944104,0
54273,21718,118543,93,1456153945077,0
54274,21718,118543,94,1456153946100,0
54275,21718,118543,94,1456153947075,0
54276,21718,118543,91,1456153948099,0
54277,21718,118543,91,1456153949074,0
54278,21718,118543,88,1456153950097,0
54279,21718,118543,88,1456153951073,0
54280,21718,118543,89,1456153952096,0
54281,21718,118543,90,1456153953120,0
54282,21718,118543,91,1456153954096,0
54283,21718,118543,94,1456153955071,0
54284,21718,118543,94,1456153956094,0
54285,21718,118543,94,1456153957069,0
54286,21718,118543,94,1456153958093,0
54287,21718,118543,94,1456153959068,0
54288,21718,118543,95,1456153960046,0
54289,21718,118543,96,1456153961066,0
54290,21718,118543,95,1456153962091,0
54291,21718,118543,95,1456153963065,0
54292,21718,118543,95,1456153964089,0
54293,21718,118543,95,1456153965113,0
54294,21718,118543,94,1456153966088,0
54295,21718,118543,95,1456153967112,0
54296,21718,118543,95,1456153968086,0
54297,21718,118543,95,1456153969111,0
54298,21718,118543,95,1456153970086,0
54299,21718,118543,95,1456153971062,0
54300,21718,118543,95,1456153972133,0
54301,21718,118543,95,1456153973062,0
54302,21718,118543,95,1456153974083,0
54303,21718,118543,95,1456153975106,0
54304,21718,118543,94,1456153976084,0
54305,21718,118543,94,1456153977105,0
54306,21718,118543,94,1456153978082,0
54307,21718,118543,94,1456153979057,0
54308,21718,118543,94,1456153980079,0
54309,21718,118543,94,1456153981057,0
54310,21718,118543,94,1456153982126,0
54311,21718,118543,94,1456153983103,0
54312,21718,118543,95,1456153984092,0
54313,21718,118543,95,1456153985100,0
54314,21718,118543,95,1456153986082,0
54315,21718,118543,95,1456153987100,0
54316,21718,118543,95,1456153988123,0
54317,21718,118543,95,1456153989098,0
54318,21718,118543,95,1456153990122,0
54319,21718,118543,95,1456153991097,0
54320,21718,118543,95,1456153992121,0
54321,21718,118543,95,1456153993098,0
54322,21718,118543,96,1456153994119,0
54323,21718,118543,97,1456153995048,0
54324,21718,118543,99,1456153996118,0
54325,21718,118543,101,1456153997093,0
54326,21718,118543,101,1456153998067,0
54327,21718,118543,101,1456153999141,0
54328,21718,118543,104,1456154000017,0
54329,21718,118543,107,1456154001091,0
54330,21718,118543,110,1456154002116,0
54331,21718,118543,110,1456154003044,0
54332,21718,118543,110,1456154004113,0
54333,21718,118543,110,1456154005090,0
54334,21718,118543,110,1456154006113,0
54335,21718,118543,110,1456154007089,0
54336,21718,118543,112,1456154008110,0
54337,21718,118543,112,1456154009038,0
54338,21718,118543,112,1456154010112,0
54339,21718,118543,112,1456154011087,0
54340,21718,118543,114,1456154012110,0
54341,21718,118543,114,1456154013083,0
54342,21718,118543,114,1456154014108,0
54343,21718,118543,114,1456154015082,0
54344,21718,118543,116,1456154016105,0
54345,21718,118543,117,1456154017081,0
54346,21718,118543,117,1456154018104,0
54347,21718,118543,117,1456154019129,0
54348,21718,118543,117,1456154020103,0
54349,21718,118543,120,1456154021126,0
54350,21718,118543,120,1456154022104,0
54351,21718,118543,120,1456154023080,0
54352,21718,118543,120,1456154024151,0
54353,21718,118543,120,1456154025127,0
54354,21718,118543,120,1456154026102,0
54355,21718,118543,117,1456154027124,0
54356,21718,118543,117,1456154028100,0
54357,21718,118543,115,1456154029125,0
54358,21718,118543,115,1456154030148,0
54359,21718,118543,113,1456154031123,0
54360,21718,118543,113,1456154032097,0
54361,21718,118543,112,1456154033122,0
54362,21718,118543,112,1456154034097,0
54363,21718,118543,108,1456154035120,0
54364,21718,118543,108,1456154036095,0
54365,21718,118543,105,1456154037069,0
54366,21718,118543,105,1456154038093,0
54367,21718,118543,106,1456154039116,0
54368,21718,118543,106,1456154040090,0
54369,21718,118543,105,1456154041067,0
54370,21718,118543,105,1456154042090,0
54371,21718,118543,101,1456154043066,0
54372,21718,118543,101,1456154044089,0
54373,21718,118543,102,1456154045113,0
54374,21718,118543,102,1456154046088,0
54375,21718,118543,98,1456154047112,0
54376,21718,118543,98,1456154048086,0
54377,21718,118543,99,1456154049062,0
54378,21718,118543,99,1456154050086,0
54379,21718,118543,96,1456154051157,0
54380,21718,118543,96,1456154052132,0
54381,21718,118543,92,1456154053155,0
54382,21718,118543,92,1456154054131,0
54383,21718,118543,92,1456154055058,0
54384,21718,118543,92,1456154056130,0
54385,21718,118543,92,1456154057057,0
54386,21718,118543,92,1456154058129,0
54387,21718,118543,92,1456154059057,0
54388,21718,118543,92,1456154060128,0
54389,21718,118543,93,1456154061103,0
54390,21718,118543,93,1456154062127,0
54391,21718,118543,92,1456154063102,0
54392,21718,118543,92,1456154064126,0
54393,21718,118543,91,1456154065101,0
54394,21718,118543,91,1456154066124,0
54395,21718,118543,91,1456154067098,0
54396,21718,118543,92,1456154068123,0
54397,21718,118543,93,1456154069098,0
54398,21718,118543,93,1456154070123,0
54399,21718,118543,93,1456154071098,0
54400,21718,118543,93,1456154072122,0
54401,21718,118543,93,1456154073143,0
54402,21718,118543,92,1456154074120,0
54403,21718,118543,91,1456154075096,0
54404,21718,118543,91,1456154076119,0
54405,21718,118543,90,1456154077141,0
54406,21718,118543,89,1456154078164,0
54407,21718,118543,89,1456154079092,0
54408,21718,118543,89,1456154080067,0
54409,21718,118543,89,1456154081138,0
54410,21718,118543,90,1456154082112,0
54411,21718,118543,90,1456154083136,0
54412,21718,118543,92,1456154084111,0
54413,21718,118543,92,1456154085134,0
54414,21718,118543,92,1456154086111,0
54415,21718,118543,92,1456154087134,0
54416,21718,118543,92,1456154088112,0
54417,21718,118543,92,1456154089133,0
54418,21718,118543,92,1456154090110,0
54419,21718,118543,92,1456154091134,0
54420,21718,118543,92,1456154092108,0
54421,21718,118543,92,1456154093132,0
54422,21718,118543,92,1456154094109,0
54423,21718,118543,92,1456154095083,0
54424,21718,118543,92,1456154096108,0
54425,21718,118543,92,1456154097132,0
54426,21718,118543,92,1456154098105,0
54427,21718,118543,93,1456154099129,0
54428,21718,118543,93,1456154100101,0
54429,21718,118543,93,1456154101079,0
54430,21718,118543,93,1456154102150,0
54431,21718,118543,93,1456154103127,0
54432,21718,118543,94,1456154104101,0
54433,21718,118543,93,1456154105124,0
54434,21718,118543,93,1456154106146,0
54435,21718,118543,92,1456154107123,0
54436,21718,118543,91,1456154108099,0
54437,21718,118543,90,1456154109123,0
54438,21718,118543,90,1456154110144,0
54439,21718,118543,89,1456154111119,0
54440,21718,118543,89,1456154112142,0
54441,21718,118543,88,1456154113117,0
54442,21718,118543,88,1456154114140,0
54443,21718,118543,88,1456154115118,0
54444,21718,118543,88,1456154116144,0
54445,21718,118543,88,1456154117117,0
54446,21718,118543,88,1456154118138,0
54447,21718,118543,88,1456154119115,0
54448,21718,118543,88,1456154120136,0
54449,21718,118543,88,1456154121113,0
54450,21718,118543,87,1456154122141,0
54451,21718,118543,86,1456154123114,0
54452,21718,118543,85,1456154124136,0
54453,21718,118543,84,1456154125160,0
54454,21718,118543,84,1456154126134,0
54455,21718,118543,84,1456154127111,0
54456,21718,118543,84,1456154128134,0
54457,21718,118543,83,1456154129111,0
54458,21718,118543,82,1456154130135,0
54459,21718,118543,82,1456154131155,0
54460,21718,118543,82,1456154132131,0
54461,21718,118543,84,1456154133108,0
54462,21718,118543,84,1456154134130,0
54463,21718,118543,85,1456154135152,0
54464,21718,118543,85,1456154136130,0
54465,21718,118543,86,1456154137154,0
54466,21718,118543,87,1456154138126,0
54467,21718,118543,87,1456154139153,0
54468,21718,118543,88,1456154140125,0
54469,21718,118544,88,1456154141149,0
54470,21718,118544,89,1456154142077,0
54471,21718,118544,89,1456154143147,0
54472,21718,118544,91,1456154144171,0
54473,21718,118544,91,1456154145146,0
54474,21718,118544,91,1456154146121,0
54475,21718,118544,91,1456154147148,0
54476,21718,118544,91,1456154148169,0
54477,21718,118544,91,1456154149144,0
54478,21718,118544,91,1456154150119,0
54479,21718,118544,91,1456154151143,0
54480,21718,118544,96,1456154152117,0
54481,21718,118544,97,1456154153096,0
54482,21718,118544,100,1456154154119,0
54483,21718,118544,101,1456154155093,0
54484,21718,118544,105,1456154156118,0
54485,21718,118544,106,1456154157095,0
54486,21718,118544,112,1456154158117,0
54487,21718,118544,117,1456154159137,0
54488,21718,118544,121,1456154160161,0
54489,21718,118544,127,1456154161138,0
54490,21718,118544,133,1456154162112,0
54491,21718,118544,137,1456154163089,0
54492,21718,118544,143,1456154164113,0
54493,21718,118544,149,1456154165134,0
54494,21718,118544,150,1456154166109,0
54495,21718,118544,150,1456154167134,0
54496,21718,118544,150,1456154168112,0
54497,21718,118544,151,1456154169131,0
54498,21718,118544,150,1456154170154,0
54499,21718,118544,150,1456154171130,0
54500,21718,118544,150,1456154172153,0
54501,21718,118544,150,1456154173131,0
54502,21718,118544,150,1456154174106,0
54503,21718,118544,150,1456154175176,0
54504,21718,118544,150,1456154176155,0
54505,21718,118544,150,1456154177175,0
54506,21718,118544,150,1456154178150,0
54507,21718,118544,149,1456154179125,0
54508,21718,118544,149,1456154180149,0
54509,21718,118544,149,1456154181173,0
54510,21718,118544,150,1456154182147,0
54511,21718,118544,150,1456154183123,0
54512,21718,118544,151,1456154184145,0
54513,21718,118544,151,1456154185121,0
54514,21718,118544,153,1456154186145,0
54515,21718,118544,156,1456154187121,0
54516,21718,118544,156,1456154188146,0
54517,21718,118544,157,1456154189120,0
54518,21718,118544,157,1456154190143,0
54519,21718,118544,158,1456154191117,0
54520,21718,118544,158,1456154192144,0
54521,21718,118544,158,1456154193116,0
54522,21718,118544,159,1456154194140,0
54523,21718,118544,160,1456154195164,0
54524,21718,118544,160,1456154196139,0
54525,21718,118544,162,1456154197163,0
54526,21718,118544,164,1456154198137,0
54527,21718,118544,164,1456154199161,0
54528,21718,118544,164,1456154200136,0
54529,21718,118544,164,1456154201160,0
54530,21718,118544,165,1456154202088,0
54531,21718,118544,165,1456154203112,0
54532,21718,118544,165,1456154204183,0
54533,21718,118544,165,1456154205157,0
54534,21718,118544,165,1456154206135,0
54535,21718,118544,166,1456154207156,0
54536,21718,118544,166,1456154208180,0
54537,21718,118544,166,1456154209154,0
54538,21718,118544,167,1456154210133,0
54539,21718,118544,167,1456154211105,0
54540,21718,118544,167,1456154212128,0
54541,21718,118544,167,1456154213105,0
54542,21718,118544,167,1456154214128,0
54543,21718,118544,167,1456154215105,0
54544,21718,118544,167,1456154216128,0
54545,21718,118544,167,1456154217152,0
54546,21718,118544,167,1456154218125,0
54547,21718,118544,167,1456154219151,0
54548,21718,118544,167,1456154220123,0
54549,21718,118544,168,1456154221149,0
54550,21718,118544,168,1456154222171,0
54551,21718,118544,168,1456154223146,0
54552,21718,118544,168,1456154224170,0
54553,21718,118544,168,1456154225145,0
54554,21718,118544,168,1456154226168,0
54555,21718,118544,167,1456154227144,0
54556,21718,118544,167,1456154228167,0
54557,21718,118544,167,1456154229143,0
54558,21718,118544,168,1456154230167,0
54559,21718,118544,169,1456154231142,0
54560,21718,118544,169,1456154232165,0
54561,21718,118544,169,1456154233141,0
54562,21718,118544,169,1456154234164,0
54563,21718,118544,169,1456154235139,0
54564,21718,118544,169,1456154236163,0
54565,21718,118544,170,1456154237137,0
54566,21718,118544,170,1456154238161,0
54567,21718,118544,170,1456154239184,0
54568,21718,118544,170,1456154240160,0
54569,21718,118544,170,1456154241135,0
54570,21718,118544,170,1456154242110,0
54571,21718,118544,170,1456154243134,0
54572,21718,118544,170,1456154244110,0
54573,21718,118544,170,1456154245136,0
54574,21718,118544,170,1456154246110,0
54575,21718,118544,170,1456154247134,0
54576,21718,118544,170,1456154248154,0
54577,21718,118544,170,1456154249134,0
54578,21718,118544,170,1456154250154,0
54579,21718,118544,170,1456154251130,0
54580,21718,118544,171,1456154252154,0
54581,21718,118544,170,1456154253128,0
54582,21718,118544,169,1456154254152,0
54583,21718,118544,169,1456154255127,0
54584,21718,118544,167,1456154256199,0
54585,21718,118544,167,1456154257173,0
54586,21718,118544,164,1456154258149,0
54587,21718,118544,162,1456154259123,0
54588,21718,118544,160,1456154260098,0
54589,21718,118544,160,1456154261171,0
54590,21718,118544,160,1456154262146,0
54591,21718,118544,160,1456154263122,0
54592,21718,118544,160,1456154264145,0
54593,21718,118544,160,1456154265168,0
54594,21718,118544,160,1456154266192,0
54595,21718,118544,156,1456154267167,0
54596,21718,118544,156,1456154268142,0
54597,21718,118544,157,1456154269167,0
54598,21718,118544,157,1456154270143,0
54599,21718,118544,158,1456154271165,0
54600,21718,118544,158,1456154272140,0
54601,21718,118544,159,1456154273115,0
